"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","Lucky","中国男/40+/ EP/ 国内硕/通信和安全行业， 带老婆和两个男孩申请，  来新7 年，21年初有几个月离开新加坡，回来后提交申请。中间补充父母信息，更新加薪情况，更新住址变化等。 等待17个月后, 23年4月21日刷到四道杠，5月9日刷到CPF, 5月11日刷到审批通过并收到IPA。 还愿，祝大家好运！","通过","2021-11-26","2023-05-24","2023-05-24 22:16"
"","Lawrence","28岁单男，985本+ntu硕，来新接近6年，EP 5k+，第二次申请，5个月时补交家人CV 6个月通过","通过","2022-12-13","2023-05-19","2023-05-24 14:24"
"","来","29男，已婚，EP+PHD+6k，工作一年，夫人不在坡。","等待","2023-05-23","null","2023-05-24 12:31"
"","Goodluckgoodgreens","211&985，公立硕，IT, 申请7个多月4条线和CPF，8个月通过","通过","2022-09-25","2023-05-22","2023-05-23 16:34"
"","CYF","马来西亚人 EP 来新1.5年 媒体工作者 底薪7k 提交申请前开了SRS","等待","2022-02-19","null","2023-05-23 08:36"
"","新加坡的新","中国籍 双国内硕，双EP，男娃幼儿园，来新三年。家庭收入中位数以上。","等待","2023-04-01","null","2023-05-22 11:21"
"","Kevin","26歲男，台灣， NUS碩士就讀 business analytics part-time，來新加坡工作三年半，職位 data scientist，工資 5k 以上","等待","2023-03-27","null","2023-05-22 11:12"
"","这次一定通过","25岁女，985本，nus硕，来新3年，工作2年，工资5k以上， IT行业, 5月10号刷到4条线，不可重新申请，5月19日刷到CPF, 5月21号显示通过","通过","2022-07-25","2023-05-21","2023-05-21 17:28"
"","五二零","大厂码农，21年疫情期间来新加坡，独自申请，pending 六个月后刷到四条线，希望是通过了","等待","2022-11-07","2023-05-19","2023-05-21 15:17"
"","无敌","Diploma, Degree(kaplan) S-Pass, 来新加坡十年了。
12/09 收到email要求补质料（家人工作CV）之后就没有消息
希望可以成功！保佑！Fingers cross !
已经1年又1.5个月，SPass 需要Renew 4月到期。
Pending~20/04/202再也不能提交任何新文件， 大家所谓的4条线。应该是好消息~
等到通過10天后，我才打開ICA來看。","通过","2022-01-24","2023-05-11","2023-05-21 14:14"
"","JKC","马来西亚人 24岁 S pass 会计","通过","2023-02-02","2023-05-17","2023-05-21 01:14"
"","肉骨茶","35+单身女 来新四年多 制造业 Degree","通过","2022-08-10","2023-05-15","2023-05-18 15:16"
"","等待中","夫妻都是SP一起申请，一方是新加坡学历本科护士，一个是中国一般本科。22年12初ICA要求更新双方家庭资料，4月25日发现四条线并不能再次申请，一直处于pending，5月16日通过了！","通过","2022-01-20","null","2023-05-17 07:37"
"","aayi","24岁女，nus本科，工作一年多","通过","2022-01-22","2023-05-15","2023-05-16 21:09"
"","。","28女，EP，来新2年。","杯具","2022-09-05","2023-05-16","2023-05-16 20:44"
"","用户名","渣本七字班本科，毕业来新加坡工作，中间跳了一次槽，收入不到 10k。申请过程中给 ICA 写了好几次信更新资料和问进度，这周旅游回来发现信箱里已经收到了PR通过信","通过","2022-11-02","null","2023-05-16 20:21"
"","句号","建筑行业，月薪5k，来新6年。对象PR主申请。10月6日第一次email要求补交父母资料，没仔细看邮件，错过。直到第二次邮寄再次要求补父母资料，也是错过一周时间才看到信件，11月7日补交，历时14个月整通过。。","通过","2022-03-10","2023-05-10","2023-05-16 15:03"
"","观音娘娘保佑","马来西亚人, 25岁, Degree生, 来新1年, 室内设计师, EP Holder","等待","2023-05-15","null","2023-05-16 14:09"
"","Happi","想要知道一下各位大神，这两年有没有申请超过1年然后杯具的情况啊","等待","2023-05-16","null","2023-05-16 11:01"
"","醉吻狂花","男单身，中国人，提交申请时24岁。国际野鸡本科，nus一年硕。申请时已经在新加坡工作接近两年。it行业非cs，工资中位数左右，去年11月补了加薪证明，未收到ica补交材料要求。大家好运～","通过","2022-05-20","2023-04-25","2023-05-16 10:48"
"","Moomoo","国内985本，新加坡NTU硕，来新14年，EP，跨国公司工作，单身，年龄35+，basic 16k+，总包申请时接近300k (目前涨到400k未更新到ICA)。第N次申请，希望这次可以批准。","等待","2022-08-30","null","2023-05-15 11:44"
"","sssssp","主申请人中国护照，20+，国内top2本，美国top2硕士。tech行业。20年初来SG。老公会计。孩子出生在SG。家庭年包230K+。 

2021年9月7申请。
2022年11月4 ICA要求补充父母资料。
2023年3月 ICA要求更新主申请人工作信息。
2023年4月19，四条杠。
2023年5月13，刷出cpf。
2023年5月15，ICA系统显示通过。

来还愿，祝大家好运。","通过","2021-09-07","2023-05-15","2023-05-15 09:46"
"","dagongzai","月入2萬，年收入接近30萬，36嵗單身男子，學歷UCBerkeley MBA，EP來新2年，半導體公司管理人員。23年3月補充資料，23年5月5日 刷出4條槓，歷時14個月，等待最終結果。23年5月8日刷出通過✅，感謝大家支持！","通过","2022-03-08","2023-05-08","2023-05-14 20:33"
"","路人甲","IT行业，通过时来新加坡两年半，单身，工资一般，申请时候交了社工材料，感恩","通过","2022-06-18","2023-05-08","2023-05-12 21:18"
"","鼠鼠心里只有感恩","21年985硕士毕业校招来坡某中资互联网，工作一年半不到申请PR，上个月升职涨薪后更新资料，上周刷到四条线，今天收到大信封。

PS 躺平群友请勿开盒","通过","2022-09-08","2023-05-11","2023-05-11 16:23"
"","WW","SM2来新十年 交完博士thesis后办了EP然后申请pr 等待中
4月3号查上传按钮消失四条杠 不能重新申请
4月27刷到cpf 
历时5个多月~希望大家好运","通过","2022-10-27","2023-04-23","2023-05-11 15:26"
"","大家加油","30+ PEPx2，中美夫妻，tech从业，年薪各自200k+，来新4年。申请后5个月有被要求补交家庭信息。祝大家都好运！","通过","2022-09-16","2023-05-08","2023-05-11 07:51"
"","xiaomili","单亲妈妈 EP+DP，互联网薪资15k+，2021/9来坡，赶上好时候，6个月一次性通过","通过","2022-10-05","2023-04-18","2023-05-10 23:36"
"","Happi","SP, 6k/m, 2DP, financial, 10yrs in Singapore, pending","等待","2022-05-11","null","2023-05-10 17:40"
"","i love singpore","27岁女，中国人，single apply, 国内211硕，互联网行业，2021年6月来坡，第一次申请，salary 7K+, Ep","等待","2023-05-09","null","2023-05-10 13:37"
"","umr33","28岁男，2013 来坡，NUS 本+US硕，回坡工作3年+，IT行业，月薪7K SGD.第一次申请被拒，第二次申请，祝自己好运。","等待","2023-05-10","null","2023-05-10 12:35"
"","Wawa","30yrs female, salary 10k plus, working in SG for 8 years
Got rejected once. 
In trading industry","通过","2022-05-20","2023-04-24","2023-05-07 22:42"
"","KH","41男，来新3年半，国内普通本科，五百强德资，高级经理，全家申请，老婆MBA，两男孩。第二次申请。
4月28一查，给了Approval, 太感谢这个风水宝地，也希望大家都能顺利通过。","通过","2022-09-11","2023-04-25","2023-04-29 13:40"
"","Zzz123","未婚单亲PR妈妈担保儿子，pending 18个月半Approved","通过","2021-10","2023-04-19","2023-04-26 22:28"
"","洗手液","Part-time PhD在读","通过","2022-02-01","2023-04-25","2023-04-25 16:44"
"","还愿","EP 中国人  单身男  35岁  985本 NUS硕  来新2年  第一次申请","通过","2022-10-15","2023-04-13","2023-04-25 12:02"
"","milo冰一杯","PSB联办的商科本科，26岁马华，来坡4年，diploma","杯具","2022-06-24","2023-03-17","2023-04-24 21:16"
"","晴晴雨过天晴","做工7个月跟公司拿信申请，25/03/2023看到4条线，4.7刷到CPF，4.9邮件通知","通过","2022-08-01","2023-04-07","2023-04-24 20:48"
"","xiebro","EP 国内211本 it 7.5k 申请时来新一年半","杯具","2022-12-01","2023-04-24","2023-04-24 12:29"
"","LTZ","SP, 国内211，美国MBA, 来新10年，建筑行业，主申；
老公SP,国内普通本科，SG BCA Specialist Diploa;
小孩在国内，没有来过新加坡；
一家3口申请，家庭收入$12k/月；
2023年4月1日4条线，4月19日刷出cpf, 4月21日ICA显示通过。
祝各位好运","通过","2022-07-13","2023-04-21","2023-04-21 13:31"
"","gggg","中国人 单身男 28岁 985本NUS硕 EP 月薪5.5-6k 审批通过时来新加坡近7年 工作近6年 非IT非金融 第三次申请等待九个月通过 回馈大家 传好运","通过","2022-07-16","2023-04-21","2023-04-21 11:48"
"","怎么还没有结果啊","中国女 29 英本 smu硕 EP 来新6年但中间离开一年 2019年第一次申6个月杯具
老公新加坡人(已经一起买hdb) 上个月更新地址和涨薪 仍然等待中...","等待","2022-06-18","null","2023-04-19 15:08"
"","fengshashou","1EP(40岁)+4DPs (1男孩AEIS->PSLE政府学校初中+2女孩国际学校)，中国top工科+法国2硕士，年收入700kSGD，来新2年申请，等待19.5个月获批。","通过","2021-08-16","2023-03-28","2023-04-18 20:01"
"","Haruka","中国/男/28/国内top10/SMU Master/EP/16年来新/3月29日不可上传材料且无法重新申请/4月16日刷到cpf/4月18日approved","通过","2022-05-22","2023-04-18","2023-04-18 09:42"
"","好运气","EP，大马男子，单身，29岁，来新5年，薪水6k，教育行业，degree","等待","2022-08-03","null","2023-04-17 16:36"
"","Lucky","男年薪240K，来新10年，带两个儿子（9岁和15岁）及老婆一家四口","通过","2022-08-06","2020-12-04","2023-04-17 13:12"
"","anter10","中国男 / 26 岁 / 单身 / IT行业 设计师 / 港本 / QS 前 50 美国硕士 / 申请时来新2.5 年 + 10K 月入 / 20 Mar 刷出四条线，且不能重新申请 / 5 Apr 刷出cpf / 8 Apr 通过","通过","2022-06-12","2023-04-08","2023-04-11 11:56"
"","uufan","中国女30岁，来新两年半，2022年7月单身申请，985硕，IT 行业，近日刷出 cpf","通过","2022-07-05","null","2023-04-08 23:34"
"","Shiba","2022 12月申 香港护照 香港中文大学本科 NTU硕 工作2年 EP 单身 27 留新申请时大概2年半","等待","2022-12-31","null","2023-04-08 14:52"
"","好运莲莲","2019来新中国单身女25，第一次申请，EP月薪5k，美本新硕，申请十个月刷到CPF，分享一下条件攒人品","等待","2022-05-31","null","2023-04-06 11:40"
"","TL","SP, 来新12年，英国硕士，薪水5k+，零售业","等待","2022-09-11","null","2023-04-05 22:04"
"","CCCCC","中国女/29岁/单身申请/申请时来新4年整/国内211本/5 Apr刷出CPF","通过","2022-06-10","2023-04-05","2023-04-05 09:26"
"","-_-||","31岁单身男，国内三本，来新3年，11k。刷到四条线了，可以重新申请，应该是失败了。","杯具","2022-08-08","null","2023-04-03 20:46"
"","清风不识字","27岁。国内985，ntu master，目前ntu part time phd在读，同时ep工作3年。","等待","2023-04-03","null","2023-04-03 16:47"
"","TTY","第一次申请pr/马来西亚人/男/29/来新9年/diploma/制造业9年/薪水2+++/spass/sponsor wp配偶一起申请","通过","2021-12-05","2023-03-29","2023-04-03 10:33"
"","坏蛋大爷猫","中国女单身 17年来NUS读master，EP，4k/month，第二次申请通过","通过","2022-03-19","2023-04-02","2023-04-02 08:24"
"","奶茶咖啡","马来西亚人(27岁,单身.女) , 3D Designer , EP , Degree (first class honor) , 来新9个月申请（第一次申请）","等待","2023-03-20","null","2023-03-31 15:34"
"","Qqmmddkk","中国人/来新10年/SM1/NUS本科毕业/EP 最近工作不顺 特别需要PR 分享求个好运","等待","2022-10-09","null","2023-03-30 01:10"
"","w","来新三年 EP 单身 25岁 美本 3月29刷到CPF","通过","2022-08-19","2023-03-29","2023-03-29 18:49"
"","kmmz","来新1年半申请，EP，30岁女","通过","2022-06-28","2023-03-28","2023-03-28 16:59"
"","奶茶mm","中国人 / 男 / 24岁/ 单身，NTU本科毕业,  EP,  保险行业;  来新7年；2023-03-14 刷到四条线; 2023-03-25刷到CPF, 2023-03-27 批准","通过","2022-06-09","2023-03-27","2023-03-28 07:27"
"","属鼠","第一次申请pr，公民配偶 ltvp，公民sponsor申请，收入4.5k，21年来坡，22年4月领证6月提交申请，国内本smu master，9个月杯具","杯具","2022-06-16","2023-03-15","2023-03-27 10:11"
"","鼠鼠","中国 26单身女 EP 2018年来新 国内本+smu master 在新工作3年 第一次申请","通过","2022-05-24","2023-03-23","2023-03-26 14:00"
"","Aicli","换公民，来新6年多，之前EP申的PR已满两年，已婚老公SC","等待","2023-02-04","null","2023-03-26 12:28"
"","AAA","28, female, EP holder. Current salary 4.5k. Came to SG in Jan 2019 for NUS master. First PR application made in Jul 2021 and got rejected in Nov 2021 after I quit my previous job. Started a new job in Dec 2021 and re-applied for PR on 19/6/2022. Updated ICA for marital status (from single to married) and salary increment in early Oct 2022. The submit document button in ICA app disappeared on 10/3/2023. ICA ref number appeared on CPF portal on 24/3/2023. ICA status changed to Approved on 26/3/2023 (official approval date 23/3)","通过","2022-06-19","2023-03-26","2023-03-26 07:18"
"","四条线中****","2020年6月到坡，40+女，有娃。EP，第一次申请。枫叶国本，英国硕，国外金融行业十几年。2023年3月10日开始4条线，3月24刷到CPF","通过","2022-09-01","null","2023-03-25 15:32"
"","今日拼死一观此剧","sm1，上帝保佑","等待","2023-02-17","null","2023-03-23 18:05"
"","分享","中国，IT，15K+，第二次申请","等待","2022-01-15","null","2023-03-23 17:29"
"","William","25岁中国单身男，私立diploma，在新工作5年，外贸行业，目前还在等待中","等待","2022-03-23","null","2023-03-23 10:35"
"","杰瑞","EP带老婆孩子两个DP IT业 焦虑等待中","等待","2022-09-10","null","2023-03-22 23:17"
"","修罗","中国男，单身，31岁，国内本科，新加坡工作4年，SP， 第一次申请,漫长的等待......
2023-03-06 刷到四条线， 03-14 approve.","通过","2022-05-28","2023-03-06","2023-03-21 13:59"
"","好运来分享许愿灵验","EP, 大马，男，单身，27岁，IT行业。2022年初来新加坡","等待","2022-10-18","null","2023-03-20 11:52"
"","wen plus","国内本，35岁单身男，shipping行业base12k+，EP来新两年 6月份第一次申请，pending 9月","等待","2022-06-01","null","2023-03-19 22:46"
"","Shengkwai","已婚理工男，海外博士，月薪11k+，带一儿一女申请。","等待","2022-02-21","null","2023-03-18 23:27"
"","设计师","Spass, 第一次申请PR，来新8年了。母亲是新加坡人，设计师，薪水3.6K。3月6号刷到4条线，已刷到CPF。","通过","2022-07-21","2023-03-16","2023-03-16 23:18"
"","gersunny","985/211本硕，it。两年左右申请。求通过。","等待","2023-02-15","null","2023-03-14 16:58"
"","mkh","EP，nus硕，来新6年多，工作5年","等待","2023-02-08","null","2023-03-14 14:59"
"","saweol","海外本，NUS1.5年硕，EP~5k，非IT，工作1年申请","等待","2023-03-14","null","2023-03-14 13:57"
"","pxdbr","Sp 幼师， 已婚 配偶PR， 个人申请，中途换了一次工作.

三月四号发现四条线，  11 号刷出 CPF号码， 13号ICA显示批准。祝大家好运～～～","通过","2022-01-14","2023-03-13","2023-03-13 11:41"
"","xuxu","双ep, 夫妻均为985/211本+欧美top硕，家庭base 17k+, 申请时来新3-4年，14个月还在pending…祈福","等待","2021-12-31","null","2023-03-12 21:54"
"","shellzhang","2020年底来坡，研发经理职位。家里两个女儿，都在国际学校。21年10月第一次提交，4个月后秒拒。22年的8月23号第二次提交。目前还在等待中。","等待","2022-08-23","null","2023-03-07 22:10"
"","躺平刷题等PR群某鼠","国内top2 CS本科，毕业校招来了新加坡，工作一年跳槽某互联网公司，涨薪比较多，之后申请，今天刷出了 CPF","通过","2022-10-03","2023-03-06","2023-03-06 19:02"
"","xxxxy","从小学起来新12年，21年毕业diploma，spass，2022年十月底补交一次家庭CV，满一年了还在等待中","等待","2022-03-01","null","2023-03-06 12:22"
"","Lucas","来新三年，NTU硕士，单身，EP","杯具","2022-11-03","2023-03-06","2023-03-06 11:44"
"","lx","来新4年多，NUS硕，单身，EP，悲剧","杯具","2022-05-09","2023-03-06","2023-03-06 10:36"
"","祝福","马来西亚，35岁男，单身，薪水2500， LCCI diploma, ACCA members. Account Executive。来新15年， 换工薪金增值些许后写信于ICA和有关文件更新后两个星期多收到approve.","通过","2022-07-06","2023-02-21","2023-03-04 01:25"
"","番茄大福","28岁女，国内985本，本地phd毕业，目前NUS博后中，申请时base 5k+，一周前向ICA更新工资单和地址，3.3刷出四条线，且不能重新申请","等待","2022-08-29","null","2023-03-03 00:24"
"","ssyeqiong","26岁男 国内985本 NUS硕 在新4年  IT行业base 7k 
5月单独申请 8月补交资料 老婆PR，工资差不多  听说分享可以增加好运~,,,,,Feb 23四条线, Mar 01刷到CPF","通过","2022-05-13","2023-03-02","2023-03-02 23:58"
"","zky","中国女，年龄30+，美硕，配偶公民，婚后约一年申请PR，走family tie scheme。申请时持LTVP，无业，未孕，仅提交ICA网站所要求的资料，之后没有补充任何材料。提交申请后八个多月通过。感谢sgprapp用户提供的资讯心得。","通过","2022-06-09","2023-02-21","2023-03-02 14:14"
"","感谢论坛","双ep，来新一年后申请，it行业，中国人","通过","2022-04-29","2023-01-09","2023-02-28 13:50"
"","anan","双EP，两娃，40+。2020抵坡。2022 3月申请，pending至今。2023 2月ICA要求补文件。现在是无法申请等待结果状态。上传文件按钮依然健在。","等待","2022-03-17","null","2023-02-27 08:15"
"","Gao_0","中国男 25 来新7年 中专学历 4年wp 1.5-3k 3年sp 5-6k 前年刚拿sp申请过一次 四个月秒拒  今年再次申请 pending10个月 拒绝 
上诉中","等待","2022-02-28","null","2023-02-25 16:09"
"","zzz","国内本科, EP, 三年半, 9K","等待","2023-02-24","null","2023-02-24 17:34"
"","katayama333","本科的时候来的新加坡，本地公立大学本科毕业，IT行业，EP工作3个月后申请","通过","2022-09-09","2023-02-22","2023-02-23 10:52"
"","感恩的心","马来西亚人，申请的时候32岁，来新加坡有10多年了，单身，薪水3K，做会计.
中途有换过地址和update 去ICA.
用了11多月才通过.
希望可以帮助到任何需要的人.","通过","2022-02-26","2023-02-09","2023-02-23 08:20"
"","wen","国内本，30岁单身男，shipping行业base10k+，EP来新两年
7月份第一次申请，12月底通过，用时5个半月。还愿，祝好运","通过","2022-07-08","2022-12-28","2023-02-20 15:41"
"","享受当下~","37岁，中国护照，EP满一周年后申请。个人申请，家人在国内。","等待","2022-04-06","null","2023-02-19 20:20"
"","hhhgggy","私立O BCA diploma 2400 sp，来新6年 工作2年","杯具","2020-11-17","2021-05-12","2023-02-17 18:36"
"","xxxxxx","2020年11月到新加坡，EP，中国籍，美国本硕，目前还在Pending","等待","2022-07-26","null","2023-02-14 11:46"
"","我真的不能再喝了","EP + SP, 后来EP换成PEP主动更新了下材料, 来新加坡2年多一点，报过一次税。主申人是互联网码农。比想象中快很多","通过","2022-08-28","2023-02-03","2023-02-10 11:56"
"","来回馈","EP, 5k, 985本，本地硕，第一次申请，来坡3年","通过","2022-06-01","2022-12-29","2023-02-10 09:58"
"","hello","单身女，28岁，985本，nus master，在新6年，EP 月薪6k+, 第一次申请等了6个月杯具，第二次申请等待10个月杯具中间有被要求补充父母材料，这次是第三次申请等待了18个月也有被要求补充父母材料。刷到四条线不可以重新申请之后过了一个多月刷出cpf。
感谢sgprapp陪我度过漫长的申请pr旅程。希望大家都好运！保持良好心态相信自己一定可以！","通过","2021-05-20","2022-11-08","2023-02-09 23:17"
"","bdgl yyds","本地公立本科，EP，工作第5个月申请，小小工科打工人。1.26四条线，1.27刷出cpf，1.29 approved。2.9做完formality。工资很尴尬，本地公立本科是救命稻草。","通过","2022-05-09","2023-02-09","2023-02-09 14:25"
"","likemin","NUS PhD 21年年底毕业, 工作两个半月申请, 博后工作,11月补交家庭成员材料, 中间涨薪一次已提交，但是目前11个月还在pending","等待","2022-03-06","null","2023-02-08 21:06"
"","求求了给我批下来pr吧","中国籍/25单女/国内985本NUS硕/在坡3.5年/互联网DA 没跳过/年薪60k/没有补交过材料。希望能过555","等待","2022-05-27","null","2023-02-08 19:55"
"","摇了我吧","20代后半单身女，国内本本地硕，EP～3年，base 8k；20 Mar 2022 申请，中间主动补了几次次材料（涨薪+换地址）08 FEB 2023 刷到四条线，不能重新申请","通过","2022-03-20","null","2023-02-08 15:41"
"","小花","本人211本硕，老婆大马硕士，都是EP。此前我两次个人申请均被拒，老婆一次个人申请也被拒。这次两人一起，老婆主申，希望早日通过。

等了将近10个月终于通过了，因为疫情又等了9个月才完成formalities，真是不容易。祝大家好运！","通过","2020-04-08","2021-01-28","2023-02-08 08:22"
"","再不批要挂了啊啊啊啊啊啊啊","中学来，21年毕业理工，2月申请，补交三次材料（最后一次在22年12月），还在等待","等待","2022-02-22","2023-02-07","2023-02-07 14:41"
"","感谢新加坡","EP+2DP家庭申请，基本月入14k+。来新三年，1月31号四条杠，2月3号刷到CPF，2月6号APPROVED，2月7号收到信。感谢新加坡，祝有心人，事竟成。","通过","2022-03-31","2023-02-03","2023-02-07 14:22"
"","天灵灵地灵灵PR两周之内就下来","政府奖学金高中来，2021年中旬毕业，公立大学之一；在新加坡到申请的时候一共接近六年。2022.3.10申请，中间因为身体原因平薪换了工作，update了ICA。薪资4.5-5k之间。12月初的时候写信催了；1.6凌晨刷到四根杠和无法申请；1.10早上刷到CPF号码；1.12早上刷到主页approve；1.14收到大信封（上面写的1.9批准的）；2.1去check formalities。祝大家都好运！！！","通过","2022-03-10","2023-01-09","2023-01-31 10:09"
"","reinhard","来新第7个月，一家三口申请PR。34岁，国内本硕，IT行业，EP带俩DP，希望好运。
2022年6月8日申请，2022年10月10日四条杠，2022年10月16日杯具。","杯具","2022-06-08","2022-10-16","2023-01-30 17:01"
"","windbell","双EP，12/12/2021提交，老公主申请，国内985本硕，NTU博士，目前某公司工程师，来新八年，工资basic 7k+，女国内985本博，NTU博后，来新三年，工资basic 6k，11/11出现四条杠，14/12/2022通过，祝大家都好运。","等待","2021-12-13","null","2023-01-25 21:21"
"","ZH","EP 国内211+ NTU master + DP（WP）12k .  希望顺利.","等待","2022-01-28","null","2023-01-24 23:12"
"","easy","中国人，olvl->poly->local uni->work, 一共10年。","通过","2022-06-15","2023-01-24","2023-01-24 18:33"
"","NickL","中国人，政府中学-理工学院-私立本科-工作半年后申请，十个月四条线不能重新申请，已经在做formality","通过","2022-03-30","2023-01-10","2023-01-19 09:44"
"","CKK","Malaysian Chinese, 28yo, Spass, diploma, been in SG for 6 years, working in medical device industry","等待","2022-10-16","null","2023-01-17 12:16"
"","ADA","EP+DP(LOC)+DP (student P6) 建筑行业，双英硕，家庭收入18K,  来新6年","等待","2022-06-22","null","2023-01-16 23:44"
"","Jeremy","EP+DP(WP) 
9000 SGD + 5000 SGD","等待","2022-08-09","2023-01-16","2023-01-16 16:47"
"","waterguy","24岁男，中国籍，单身，20年来NTU读MSc，现工作于IT行业，持EP，月薪6k+。4个月被准时秒拒，祝我下次好运","杯具","2022-08-19","2022-12-30","2023-01-16 13:43"
"","tcboy","500k or gtfo.","杯具","2022-08-01","2023-01-15","2023-01-16 07:13"
"","下次加油","双EP夫妻，中国，申请时来新1年，年龄25，均硕士，IT和medical industry。希望信息有帮助。要继续加油啦！","杯具","2022-04-01","2022-12-24","2023-01-13 20:39"
"","抓抓抓","PRC男, EP, FINANCE MANGER, ACCA. 来新十年，第二次申请，五个月通过。祝各位好运。","通过","2022-07-21","2023-01-06","2023-01-13 17:30"
"","成功通过","sp 薪水2650  25岁 diploma 在新加坡7年，通过啦","通过","2022-06-15","2023-01-01","2023-01-12 15:34"
"","搞定了搞定了","中国人，一家三口，2EP+1DP政府小学在读，14个月批准，期间ICA没有要求补充过材料。2020年底全家定居坡。","通过","2021-10-11","2022-12-27","2023-01-12 11:18"
"","问楼下：“下次加油”","请问你是pengding了20个月，然后被拒的吗？","等待","2023-01-10","2023-01-11","2023-01-11 12:17"
"","biubiu","中国单身女，97年，211+nus硕，申请时工作一年半，it，不过万","通过","2022-03-08","2023-11-23","2023-01-06 17:56"
"","求好运","17年来坡，21年NTU Phd毕业，之后NTU RF。2022.05.15提交申请，2022.12.18刷到4条线且不能重新申请，2022.12.28刷到CPF, 2022.12.30系统里显示approve（实际是2022.12.27 approve）。祝大家好运。","通过","2022-05-15","2022-12-27","2023-01-02 11:00"
"","264264","三口之家。男主申。

Sep-14-2022 收到ICA邮件要求补充父母的工作信息。
Sep-15-2022提交ICA所需材料。
Sep-22-2022收到ICA邮件回复，表示材料收到。

Nov-02-2022 发邮件给ICA询问状态。
Nov-08-2022上午收到ICA模版回复。
Nov-08-2022下午出现四条线，系统显示无法重新申请。
Dec-29-2022上午, CPF刷出。
Jan-01-2023 上午，系统显示approved.","通过","2021-12-21","2023-01-01","2023-01-01 14:48"
"","紧接着我又申请了一次","28岁，美国本硕，2021年10月EP来新。美国IT大厂程序员，base 13K，4个月干脆被拒。","杯具","2022-04-26","2022-09-05","2022-12-31 22:53"
"","求好运","国内985本 + NUS master, 来坡，刚好两年 / 25男 / EP码农 / 12.20 突然发现四道杠且不能申请 求好运！12.27 显示通过","通过","2022-05-21","2022-12-27","2022-12-30 18:13"
"","2212批准","三口之家: EP+2DP，儿子一起申请；17年来新，申请时38岁来新四年，制造业，国内本科，月薪20K; 22年4月ICA要求补充家庭成员信息、22年9月缴清21年所得税后通知了ICA，22年12月12日出国度假时申请按钮消失，24日回新加坡当日批准。","通过","2021-08-25","2022-12-24","2022-12-29 22:20"
"","久久的夏天","中国，30岁，Fintech，21年初来新","等待","2022-10-02","null","2022-12-28 17:41"
"","JEVAN","（更新：07月/2020申请，05月/2021拒批，07月/2021上诉，11/01/2022 结束拒批。 等候半年后12/07/2022年再次重新申请pending中）
EP+DP 月薪9k+  学历 Degree （有小强精神）

小强精神再次被考验","等待","2022-07-12","null","2022-12-27 12:47"
"","想要幸运的孩子","来新17年，私立diploma 和 degree 本地银行工作， 第五次申请 s pass","等待","2022-07-20","null","2022-12-19 22:59"
"","澎湖湾","PRC 男，私校Diploma， 来新15年，目前建筑行业GM， 月薪7200. 前两次申请都悲剧，第三次申请，拿到了PR就结婚了，求好运。","等待","2022-12-01","null","2022-12-19 11:36"
"","goodguy","24岁男
IT 行
6k 
18/11 4条线
17/12 CPF 刷出 IPA","通过","2021-12-29","null","2022-12-17 15:29"
"","Dw","33/男/單身/來新5年半/EP/金融業/月薪5.5K
19/4/22 申請
24/11/22: 刷到4條線
16/12/22: 刷到CPF step5
17/12/22: 顯示approved 
八個月的等待終於批了","通过","2022-04-19","2022-12-16","2022-12-17 05:19"
"","gary","在新加坡2年 F&b 无学历 薪水$3k spass 30/11 出现4条线 2/12号进到cpf step 5 3/12 批准了","通过","2022-08-14","2022-11-30","2022-12-17 04:04"
"","Jiny","中国男孩，2018年10月随父母来新加坡。2019年1月上国际学校初中二年级（DP）,2021年底通过O-level，2022年入学新加坡理工学院IT专业（学生准证）。父亲在新加坡工作，母亲居家未工作。2022年8月12日单独申请PR。2022年12月13日刷到4条线并且不允许提交补充材料。等待中。。。求过","等待","2022-08-12","null","2022-12-13 21:50"
"","LILILALA","两人申请，本人建筑业EP，来新超10年，申请时薪水7K+，后换公司增至9K+，国内985，NTUmaster在读，老婆来新时间只有3年，建筑业SP，国内双学位，薪水5k+.
第二次申请，为了申请PR，义工、捐款、读书都做了。
孩子10月本地出生，ICA11月14日主动邮件询问要不要给孩子申PR，15日更新资料，21号刷到上传按钮消失，出现4条线+不可以重新申请
12月10号刷到CPF","通过","2022-01-10","2022-11-21","2022-12-10 14:32"
"","祝好运","建筑业EP+3DP 第三次申请，等待第18个月，补充两次资料，11月15号变4条线，06/12/22刷到CPF第五步，ICA 还是pending！等待大信封！！！","等待","2021-05-29","null","2022-12-06 10:04"
"","羊羊羊","中国国籍，女，单身，NTU master，EP，金融业，在新10年，之前申请4次，最后一次月薪8K，pending 14个月被要求补交父母资料包含过去所有工作（军官经历），补交后一周内被拒。跳槽后第五次申请，月薪13K，其他条件未变，求好运。","等待","2022-10-07","null","2022-12-05 19:27"
"","Aooligei","中国籍，已婚，27岁，无本地学历，本科，一个人申请，IT7K+，第一次申请，来新三年，已等待7个月","等待","2022-04-29","null","2022-12-05 15:54"
"","leon_wang","美硕，IT行业，来新3年半，7k+，一直在一个公司。等待10个月approve。","通过","2022-02-05","2022-11-30","2022-12-05 09:49"
"","Yhh","男底薪5000，大专学历","等待","2022-10-20","2023-6-20","2022-12-04 23:17"
