"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","浙江李连杰","中国，33岁，来新16个月，EP, 国内985本，单身，月薪12k新，第一次申请，Healthcare","等待","2021-05-25","null","2021-07-09 11:55"
"","Alan","收到ICA 的信 , 说可以再尝试申请PR , 不知道有没有其他朋友收到这样的信","等待","2021-03-05","null","2021-07-08 23:13"
"","祝大家好运","经常刷这个网页，终于轮到我汇报了。Pending一年之间没有任何消息，刚满一年收到邮件补交工资单，3号边框消失，6号查到C PF，8号显示approve. 新加坡6年10个月，NTU master，单身女，30➕，basic 6k","通过","2020-06-30","2021-07-08","2021-07-08 11:22"
"","CYMY","马来西亚EP，单身女，IT行业月入3.2k，马来西亚大学文凭, 來新3年半，第一次申請","等待","2021-05-26","null","2021-07-08 03:23"
"","GEEK","16年NTU master，码农，BASIC 7k+, 二申  2020.06.09申请， 2021.2月收到email 补交家庭成员材料，2021.06.21号更新住址，中间主动提交过一次驾驶证资料； 2021.6月23号 UPLOAD 按钮消失，6月25号 查到CPF ref NO, 6月30号收到ICA的信； 中间有断断续续发邮件问过进展； 感恩，回馈社区","通过","2020-06-09","2021-06-30","2021-06-30 19:07"
"","奈奈","女，27岁，马来西亚，审计员，20年2月来新，EP，月薪3k，中间换过工作","等待","2021-06-27","null","2021-06-30 16:44"
"","wwwwwww","EP 薪水7000 国内phd 工作两年申请","通过","2020-10-22","2021-06-01","2021-06-30 14:18"
"","漂泊在外的人","Sp 薪水6500 私立大专 加WP 公立大专 N次申请 DP小孩 来新10年","等待","2021-05-24","null","2021-06-30 08:20"
"","素菜饺子","独自申请，来新2年，海外本硕博，金融业，年薪300，上交后1月公司调动离开新加坡，立马悲剧","杯具","2020-05-28","2021-02-28","2021-06-29 10:52"
"","Covid Bye Bye","马来西亚男, 单身29岁, SP月薪2.5k，Assistant Manager, 13个月批","通过","2020-05-23","2021-06-23","2021-06-27 00:13"
"","鱼羊鲜","金融民工，带老婆，女儿， 儿子一起申请，工资8.5.大家继续努力。希望大家梦想成真","通过","2020-11-17","2021-06-26","2021-06-26 10:16"
"","onedge","2019年7月来新
夫妻双EP带2岁儿子
月薪base均9k
本科/硕士海外top30学校
金融行业和互联网行业
首次申请","通过","2020-09-15","2021-06-23","2021-06-24 23:55"
"","hello","SM2，NTU CS本科‘20应届生，非大厂非互联网跨国公司程序员，5K+，EP三个月申请；
2021年6月11日（周五）上传按钮消失，6月22日（周二）查询到CPF Medishield Declaration信息；6月24日收到IPA Letter，邮戳为6月22日，信中正式批准日期为6月21日；","通过","2020-10-05","2021-06-24","2021-06-24 12:28"
"","Duoli","SPASS 来新10年 希望是好消息可以顺利通过(坚信""那些你无比渴望的东西,全宇宙都会送给你"")","等待","2021-04-17","null","2021-06-21 00:51"
"","Ray","中国 / 90年/ 男 / EP / 19年7月来新 / 国内985本科 / 未婚 / 申请的时候7.4k, 年后涨到8k多一点，4月更新了payslips ICA回信说收到，5月初收到拒信","杯具","2020-12-18","2021-05-04","2021-06-20 16:58"
"","Kikidm","来新10年 新加坡国立大学硕士在读","等待","2021-03-02","null","2021-06-19 16:40"
"","gdsffas","薪水6000，90年的，来新10年，我带老婆和2个孩子第一次申请，没学历，运气好，第一次就过了，上个月补充一次材料。","通过","2020-10-28","2021-06-18","2021-06-18 15:57"
"","w9w9","马来西亚人, 澳洲大学文凭, EP, 第一次申请","等待","2021-02-20","null","2021-06-18 10:25"
"","Gfg","YjVhgh","通过","2021-06-15","2021-06-02","2021-06-17 16:11"
"","熊姐","夫妻35岁,国籍：马来西亚, 妻,4k,来新17年SP，夫3k，来新15年SP。第一次申请在三年前，这是第二次申请，等了8个月，终于通过了， 感恩万分^^ 大家都一样的好运~ 一起加油吧！","通过","2020-10-01","2021-06-17","2021-06-17 11:10"
"","白领微薪","EP 本地银行 白领 在新加坡工作2年申请
马来西亚人 
第一次申请
等了接近十个月 终于批准","通过","2020-09-03","2021-06-17","2021-06-17 09:08"
"","aacchk87","香港 / 87年 / 男 / 19年1月来新 / 第2次申请 / 21年4月换工作 + EP换PEP / MNC IT公司业务专业 / Basic 18k / Gross 360k","通过","2020-08-22","2021-06-14","2021-06-14 21:54"
"","M","EP，10k，单身男，国内本科，IT行业，来坡1年半提交申请，8个月收到邮件补充材料，9个月查询状态通过","通过","2020-09-10","2021-06-09","2021-06-13 15:46"
"","hi hi","国内本科学历，来新四年多，工作三年多，26岁单身，EP 5.1k，6.8刷到cpf","通过","2020-05-12","2021-06-07","2021-06-12 14:27"
"","firestar","本地大学本科，月薪ep合格线。2021年5月24号按钮消失，6月9号中午查到cpf number，11号通过。感谢论坛","通过","2020-03-22","2021-06-11","2021-06-11 21:54"
"","银子","女，22岁，马来西亚人，目前是NTU学生，父亲是PR，在21岁成年之前用孩子名义申请的PR。2021年4月被要求补交材料(父亲的6个月薪水单与解释信，因为家里不止一个孩子，但只有我一人申请)，目前还在等待中","等待","2020-09-16","null","2021-06-11 12:53"
"","ZRP","女 32 国内本国外硕 EP 金融 之前在坡工作过3年 这次在新两年申请 一人申请 中间没要求补材料","通过","2020-10-28","2021-06-07","2021-06-10 12:31"
"","Haoxinqing","马来西亚,男,SP,x薪水3K,在新工作4年,无学历,很幸运一次通过","通过","2021-01-13","2021-05-18","2021-06-06 19:42"
"","信其自然","SP男已婚来新18年，老婆是PR担保我申请PR","等待","2021-01-14","null","2021-06-02 21:59"
"","roronoa","来新6年，建筑业，7000+工资，家庭申请，老婆孩子刚来1年多，希望这次能过，让我们安安稳稳定居这里.
今天查了一下，发现是approved，感恩，特来还愿！祝福大家都有好的结果！","通过","2020-11-28","2021-06-01","2021-06-01 21:48"
"","Roronoa","感恩，还愿！","通过","2020-11-28","2021-06-01","2021-06-01 21:47"
"","vctg","Malaysian EP, 在新5年, Degree文凭, IT业 $3800","通过","2020-04-21","2021-05-28","2021-05-31 08:37"
"","mm93","马来西亚，在新工作8年","杯具","2019-12-31","2021-05-27","2021-05-30 12:21"
"","啥也不说","夫妻申请，女33岁，国内一流大学phd. 男，国内985 硕士，34岁。没有子女。来新4年多。均为IT行业。","通过","2020-09-15","2021-02-01","2021-05-27 16:05"
"","大芒果","EP+DP，11k，IT。来新 3 年。

5 月12 上传按钮消失，5 月 26 查到 CPF no.","通过","2020-07-01","2021-05-26","2021-05-26 20:32"
"","Ann","单身,马来西亚华人，Dilpoma holder, S pass, 薪水$2650 ，半年通过","通过","2020-08-31","2021-03-02","2021-05-23 08:57"
"","祝好运","单身，申请时37岁，在马来西亚有12年+的工作经验，在马来西亚是经理级，申请的时候来新加坡两年降级做普通职位 Operations Executive（2018年12月到现在），本来持有 S Pass，2019更新 Work Pass拿到 E Pass，很幸运的3个月半PR就拿到了。马来西亚政府大学文凭。","通过","2020-12-30","2021-04-16","2021-05-20 22:36"
"","sg","單身 男 
來新10 （同公司10年）sp拿了1個月
F&b chef 
沒學歷 
sp 月入3600  （低薪3100）","等待","2021-04-16","null","2021-05-20 07:05"
"","mmy","EP，国内本海外硕，金融业，来新两年半，年薪300k，家属小孩公民","等待","2019-08-07","null","2021-05-19 00:03"
"","SHX","NP poly nursing、 政府医院2年工作经历.","等待","2020-12-06","null","2021-05-16 01:02"
"","HL","国内大专，工作拿wp3年半，跳槽新公司申请SP","等待","2021-04-28","null","2021-05-15 18:16"
"","Dllll","中学高中公立，本科私立，目前研究生在读，求好运, 楼上的我们可以报个团吗，经历相似，不过我还没上班","等待","2021-01-09","null","2021-05-12 22:39"
"","小肘子","EP男 28岁/国内985/nus硕士/建筑业/来新5年/已婚，pending了八个多月终于批准啦，回馈网站，祝大家早日批准","通过","2020-08-18","2021-05-10","2021-05-12 17:48"
"","买赛酷","28，从事于IT行业，月薪8k，等待半年后还是被拒了","杯具","2020-10-01","2020-05-13","2021-05-10 16:10"
"","Dongdong","女, 26, EP 海外本, 来新工作2年+，工资10K，首次申请。3月主动提交过涨薪后的payslips.","通过","2020-09-07","2021-05-04","2021-05-10 08:53"
"","Nymeriafullmental","女，NUS博士4年，NUS博后工作满6个月，EP, 工资4.5k，在新时间5年。","通过","2020-07-05","null","2021-05-08 20:40"
"","sdd","同来贡献data point；第三次自己申请，本科国内985+NTU硕士，来新5年，工资6K+；今天刷到CPF","通过","2020-08-26","2021-05-08","2021-05-08 09:56"
"","祝大家好运","SM1 本地Sec+JC，NUS全额奖学金，一等学位，EP，毕业后第一次申请","通过","2021-01-01","2021-05-05","2021-05-07 21:17"
"","GOFO","31+ 27岁 夫妻, EP+EP,  1.5yr in SG, household gross 15~17k monthly. 
Thanks for the site.","通过","2020-09-17","2021-05-05","2021-05-05 09:20"
"","希望有好运","中学-Poly-澳洲大学，工作四个月申请，希望有好结果","等待","2021-03-16","null","2021-05-04 08:24"
"","DC","女，老公新加坡人，来坡4年+，EP。老公sponsor，一次通过。也祝各位好运哦！","通过","2020-08-15","2021-04-28","2021-05-03 22:53"
"","尼尔","29 岁, EP, Malaysian, 4.8k, 会计, SIM Bachelor Degree","通过","2020-11-03","2021-05-03","2021-05-03 10:48"
"","Jjjq","中学来新，高中大学本地，银行工作一年，之前上大学是申请pr被拒，工作一年后申请今天通过","通过","2020-11-17","2021-05-02","2021-05-02 14:40"
"","感恩","94年女，SP申请，本地初中高中大学，在新12年。毕业一年后申请，薪水4K","通过","2020-09-04","2021-05-02","2021-05-02 11:34"
"","行之","台灣夫/妻，EP/DP，年齡32/30，皆在金融業工作，月薪合計22K。學歷皆台大學士+台大碩士。
來新一年多申，等七個多月通過。","通过","2020-09-05","2021-04-20","2021-05-01 10:34"
"","kq","EP, 来新近5年，补提交citizen配偶材料，IT行业。已查到CPF ref no. 剩下的就是等办手续了","通过","2020-10-17","2021-04-30","2021-04-30 16:07"
"","会听人话的猪","来新9年，24岁，新加坡私立本，澳洲硕, SPass建筑业市场部工作半年第一次尝试","等待","2021-04-12","null","2021-04-26 13:02"
"","Cassie1218","女 单身 SP 来新9年，Diploma+Degree在新本地; 因为想要创业，期待可以通过。","杯具","2020-12-12","2021-04-26","2021-04-26 10:51"
"","(_ _  )zZ","马来西亚人 EP， 月入3k， 29岁， IT行业， 单身男， 马来西亚大学文凭, 來新6年半（4年半wp > 2年ep） 第一次申請","通过","2021-01-17","2021-04-22","2021-04-25 22:42"
"","d","本地大学毕业，银行业，在新11年，6个月整approve","通过","2020-10-26","2021-04-25","2021-04-25 21:14"
"","huahua123","08年PR母亲，父亲是LTVP，没工作，母亲薪水6000，私立diploma文凭，申请本地出生小宝宝，好伤心","杯具","2020-09-19","2021-04-22","2021-04-25 09:04"
"","小飞侠","女 单身 29岁  妈妈是新加坡人 我是SP 室内设计 建筑准证  新加坡读私立adv-diploma  pending 工作5年 月薪3800","等待","2020-12-14","null","2021-04-23 16:33"
"","kimchi","单身男, 29岁，IT行业6年， EP。
国内211计算机本科， NTU 计算机master。
2014 年来新，2015年开始工作。
2019年8月第一次申请，pending 6个月后杯具 月薪5k+。
2020年9月第二次申请，pending 7个月通过 月薪8k+ （FYI：PR申请期间换过工作，及时主动补交新公司的letter of cert， formA, EP, 等材料，ICA两个礼拜后有回信表示收到）。","通过","2020-09-21","2021-04-20","2021-04-23 14:42"
"","蕾","马来西亚 EP， 月入7k， 33岁， IT行业， 单身女， 马来西亚大学文凭。来新4年，最精公司通知我EP被拒绝了， 没有SP quota， 所以5月会换到WP。做好心理准备被拒绝，平常心。","等待","2021-02-06","null","2021-04-23 11:26"
"","lalala","女 单身 来新4年 NUS PhD SP 5k","等待","2021-03-05","null","2021-04-22 12:23"
"","ACV","26 Diploma + NUS本科 制造业1年半 4k","等待","2020-09-23","null","2021-04-21 21:07"
"","daada","NTU PhD EP 月薪5000+","通过","2020-10-13","2021-04-15","2021-04-21 12:16"
"","十字路口","EP，在新14年，国内专科毕业，服务行业，薪水$6000+，带太太（DP，有做工）和女儿（DP，在新读政府幼儿园）一起申请。希望不要拖太久。别耽误孩子上学。","等待","2020-12-10","null","2021-04-17 16:15"
"","becurious","老公是PR 金融业 来新7年 月薪15k 祝大家都能顺利通过！","通过","2020-08-08","2021-04-09","2021-04-16 11:53"
"","Meng","SP basic 3400 女 学前教育本地Diploma 06年来新，期间14-17 两年多没有在新加坡，现居住在马来西亚。","等待","2021-04-09","null","2021-04-16 09:24"
"","羊羊","马来西亚， 女， 单身。工作2年半。IT行业持有EP
2020年3月30申请","等待","2020-03-30","null","2021-04-15 19:41"
"","求好运","男 28岁 来新2年半 建筑行业 等了14个月还是在 pending 希望早点通过 在这边也祝各位好运","等待","2020-02-28","null","2021-04-15 17:38"
"","welcome@0409","男方PR sponsor太太申请，申请时都是26周岁，男方来坡8年多，本地公立毕业，工程咨询行业工作3年，月basic 4k+，拿到pr两年。太太来坡一年半，拿LTVP和LOC工作半年，月basic 3k。

八个月通过，今年2月有主动更新资料，加薪和加入local professional society（工作相关）

祝各位好运","通过","2020-08-17","2021-04-09","2021-04-13 11:23"
"","小哥哥","EP ,第一份工作。IT ,月薪2900。 2019年10月來新加坡工作。第一次申請","等待","2021-01-07","null","2021-04-12 13:49"
"","蘑菇","国内C9本 NTU硕 申请时候来新两年半 工作一年月薪4000 悲剧了...感觉薪水还是很重要的 打算等两年再试一次","杯具","2020-01-05","2020-09-01","2021-04-12 09:59"
"","仙人掌","主要申请人，女华文老师，45岁，$3.4k 来新10年。","等待","2020-06-15","null","2021-04-10 08:49"
"","逃离新加坡","主申请人，来新9年，工作4年，底薪5000，佣金300k，金融行业，单独申请两次杯具。先生29岁波兰人，phd在读。","等待","2020-11-01","null","2021-04-08 20:42"
"","刚吃了午饭","女，28，来新10年，SUSS本科，薪水4K。申请时是单身，一年后补交了结婚证（老公新加坡人），也找了议员，ICA来了一封信说收到了议员的邮件，现在还在等待中。ICA从来没让补交过资料，不知道要等到何时。(PS.等了18个月，终于批了，感恩！祝大家好运！）","通过","2019-09-28","2021-04-08","2021-04-08 14:04"
"","四叶草_杨超越","女，25岁，工资3.7, 金融， spass，来新加坡8年, 工作两年多，私立大学本科. ACCA affiliate。","杯具","2020-11-05","2020-04-05","2021-04-07 18:23"
"","rp爆发！","来新11年 目前公立大学Yr1就读 背景公立中学 Poly 期间申请了两次被拒","等待","2021-03-06","null","2021-04-04 01:55"
"","我要拿PR","27岁，女，马来西亚人，EP，单身，来新两年，薪水5千，ACCA,  会计","通过","2020-09-15","2021-03-17","2021-04-02 18:03"
"","CW","18年底来新，夫妻中国人带美籍4岁男孩一起申，男主申 IT行业EP 25K/月 老婆儿子DP。男香港phd退学，女美国master","通过","2020-02-10","2021-02-09","2021-03-31 22:50"
"","niuniu","26，女，国内211本，NTU硕，土木工程专业。来新后两年申请，建筑软件行业，EP，申请时月薪3.2k，加薪到3.5k后给ica发邮件，马上收到拒信。","杯具","2020-11-08","2021-03-31","2021-03-31 21:52"
"","感恩","","通过","2020-10-05","2021-03-15","2021-03-31 20:24"
"","mma1118","申請時39歲單身，男，EP，gross 9.6K，來新滿一年即申請
台灣一般私大畢，美國top 10 MBA
2019. 9 申請
2020. 4 主動更新升職加薪資料
2021. 2 要求補家人工作資料、過去半年薪資單
2021. 3 上傳資料框消失
仍等待中","等待","2019-09-01","null","2021-03-30 11:28"
"","你猜","女单身，EP，28，8k，6年，国内本，NUS硕","通过","2021-05-27","2021-03-28","2021-03-29 17:22"
"","攒人品","来新9年， Poly + local Uni。 金融行业，月薪6K+.","通过","2020-09-25","2021-03-26","2021-03-29 08:44"
"","mengmeng","89女单身，来新不到3年，it行业7K+，国内本硕。首次申请，1月15日收到ICA邮件要求补充父母工作资料，2月15日收到ICA邮件要求提供学历翻译（可能是个人申请时资料没传对），3月15收到IPA letter，但那时候ICA网站还是pending，信上写issue date是3月9号。回报论坛，祝大家好运～","通过","2020-08-15","2021-03-09","2021-03-28 11:50"
"","大红","EP+SP带一女娃申请，来新10年，建筑行业，国内本科，第三次申请.","通过","2020-02-27","2021-03-16","2021-03-28 08:58"
"","xxxt","来新加坡11年，小六读到大学，但一直在私立学校。现在本科year2第二次申请","等待","2021-03-07","null","2021-03-27 01:32"
"","BBS-ABCD","双EP+1DP（女儿），夫妻均为普通IT薪资族","通过","2020-02-29","2021-03-16","2021-03-26 16:11"
"","Danisa","来新加坡20年小学，中学读到第4年转去都私立 工作7年薪水4500，前两次杯具 这是第三次申请 希望好运这次能成功","等待","2020-09-26","null","2021-03-25 15:24"
"","bb88cc","家挺申请，双EP，家庭收入1万8+，由于近期换工作换EP，被拒。年龄41，35.","杯具","2020-03-20","2021-03-24","2021-03-24 16:57"
"","在新加坡走投无路","薪水6000+，来新6年，妈妈带一两岁男孩申请，存款20万新币，申请三次皆失败，头两次6个月收到拒信，这次四个半月收到拒信，心灰意冷非常后悔来新加坡，当时去任何一个国家都不会像现在这么难","杯具","2020-11-03","2021-03-22","2021-03-22 19:57"
"","谢谢","EP, 马来西亚人， 34 岁，来新加坡6年，新加坡私立大学文凭，2夫妻申请，家庭收入8k-10k","通过","2020-11-22","2021-03-17","2021-03-20 11:15"
"","Doudouma","中国夫妻双EP， 带一女儿，家庭月薪20K，来新工作2年+，IT业和供应链行业，希望可以一次通过。
目前已经5个多月了，还是pending状态。。。","通过","2020-07-31","2021-03-06","2021-03-18 20:01"
"","yz","女，25岁，来新16年，父亲公民母亲PR，本地小&中学，私立diploma&本科，会计行业，工作12个月申请，SP，2.9k薪，沾沾喜气，求通过。","等待","2020-10-05","null","2021-03-17 11:28"
"","大锅菜","sm3, 申请三次没成功，可能因为家庭背景，父母公务员军人。这次通过pr老婆申请。薪水8.4k。","等待","2021-02-09","null","2021-03-15 16:42"
"","飞鱼四号","EP+DP, 带2个小孩申请","通过","2019-06-23","2021-02-18","2021-03-15 16:01"
"","Moomin","来新9年，私立大学本科，NTU硕士，澳洲八大硕士，工作4年，薪水5K。等待了10个月多，申请失败。","杯具","2020-05-05","2021-03-05","2021-03-14 10:36"
"","shirley","单身，来新七年，中学poly，工作一年多，spass","通过","2020-08-06","2021-02-17","2021-03-13 11:15"
"","MSK","男 单身 25岁 来新4.5年 NUS PhD EP","等待","2021-03-11","null","2021-03-12 13:55"
"","abwaw","夫妻EP+DP，来新4年。家庭收入20k。还愿！","通过","2020-07-26","2021-02-26","2021-03-12 11:13"
"","luke","大马华人年龄30，来新5年，技术文凭，制造业，薪水6k，6个月通过","通过","2020-08-20","2021-02-23","2021-03-11 14:48"
"","keke","公立大学，希望通过！","等待","2021-03-06","null","2021-03-09 01:57"
"","试试看而","马男 SP 技术人员 certificate文凭 待四年 换五份工 
马女  WP SPM文凭  待三年 换两份工
存款零元 新加坡典当金饰两年依然负债7.5k
带儿子一起申请，夫妻月薪7k-8k
十月来信要求夫妻双方完整家庭成员资料
16-DEC 上网看到全家APPROVED
19-DEC 收到IPA信！
08-JAN  booking appointment
23-JAN 拿蓝卡","通过","2019-06-19","2019-12-13","2021-03-06 20:55"
"","LL","EP, 来新1年2个月申请，6个月批准。国内本科，一家三口申请，男方10K+，女方无工作，小孩在幼儿园，申请时没报什么希望，但结果很意外。建筑师，艺术家。","通过","2020-09-22","2021-03-02","2021-03-06 16:24"
"","awarmcat","国内211 NUS硕 来新3年半 工资5500+","通过","2020-10-01","2021-03-05","2021-03-05 14:03"
"","YY","<通过啦！！！>国内本科，新加坡Master, 女，单身，来坡5+年，EP， 薪资7k+，第三次申请","通过","2020-08-03","2021-02-26","2021-03-05 10:03"
"","sg_someone","女，EP, base 5k, 来新3年。第一次申请，求好运通过","等待","2021-03-04","null","2021-03-04 16:03"
"","Bazzza","男 30岁 来新十来年
物流海事工作 
Kaplan本科
Sim硕士在读
之前申请3次被拒
这次公民老婆担保申请
4个月秒批 开森","通过","2020-10-16","2021-02-25","2021-03-03 10:48"
"","lucky55","Malaysian EP 2.8K Bachelor Degree","通过","2020-08-21","2021-02-15","2021-03-02 10:36"
"","东北小伙","国内普工本科，SP，薪水6500，全家申请，悲剧一次，现在pengding,希望好运","等待","2020-07-21","2021-03-01","2021-03-01 14:40"
"","雨竹","男主申，EP，NTU master，女 EP 国内本科，","通过","2020-07-16","2021-02-25","2021-03-01 14:34"
"","LLori","Sp.国内本科。单身女。来新六年，薪水3k＋，没有换过工作。希望今年大家都好运，值得一试","等待","2021-01-15","null","2021-03-01 14:24"
"","lcf26","来新13年，小学，中学，Poly. 毕业工作8个月后申请。6个月通过","通过","2020-08-13","2021-02-09","2021-02-26 15:26"
"","Cpy","来新14年，本地私立diploma,第一次申请。","等待","2020-09-22","null","2021-02-26 13:03"
"","w.c.","男单身，34，国内本，2019年来新，2020smu硕士，sp工作十个月申请，IT业，月薪4200","等待","2020-10-28","null","2021-02-25 22:32"
"","Sec","EP 国内普通大学计算机本科 it工作14年 网络安全 12k月薪，全家在新，老婆大学本科未在新工作，一儿（幼儿园）一女（国际学校小学）。2018年来新加坡，一年半时全家申请一次6个月后被拒，第二次申请有升职加薪，6个月后全家通过","通过","2020-07-21","2021-02-08","2021-02-25 13:48"
"","Qq","Sp 薪水三千多 今年31岁 来新加坡8 年没有换过工作","等待","2020-11-13","null","2021-02-23 12:53"
"","感谢这个网站","EP, 8k, 7年, master, 大家加油哦","通过","2019-12-01","2021-02-01","2021-02-20 00:39"
"","YQ","来新6年，NTU PhD毕业，工作6个月提交申请，EP，7K+，pending10个月，上传按钮消失四天后，系统显示通过","通过","2020-04-03","2021-02-12","2021-02-15 07:13"
"","Silverdew","来新十年，本地 full time diploma+本地私立part time degree+NUS full time master，EP，第三次申请，这次申请时公司不给Annex A，交的解释信","等待","2021-02-06","null","2021-02-10 09:32"
"","辉妈","EP，国内985硕士，来新1年5个月，全家申请","等待","2020-11-03","null","2021-02-08 15:08"
"","iflove","来新10年SP，EP刚换一年，6K，带全家申请第六次刚刚网上查批了，之前5次都是秒拒，到日子就收到悲剧的信。","通过","2020-08-09","2021-02-08","2021-02-08 13:17"
"","what","来新4年，外国本硕，15k","通过","2020-05-21","2021-01-11","2021-02-07 21:06"
"","jacky","Ep$7000+带家属，要求补资料，中途等待一个月01/02/2021批准，祝大家好运","通过","2020-02-13","2020-12-17","2021-02-05 04:17"
"","人品爆发！","国内本科，NTU硕，来坡6年多，月均7k左右。第三次申请了。。贡献数据积攒一下人品，希望有好的结果！","等待","2020-11-02","null","2021-02-03 21:09"
"","184998527","中国，女，89年，单身，来新8年，国内本科，NUS硕，数据分析行业，EP，月薪6500","通过","2020-08-17","2021-02-02","2021-02-02 10:08"
"","skfq","小两口家庭申请，老公本地Master来新9年，老婆本地PhD来新6年,家庭收入10k左右。之前申请至少4次悲剧。这次pending11个月，期间有主动补交材料。","通过","2020-03-09","2021-02-02","2021-02-02 08:54"
"","Niming","EP 月薪5.6k。单身女。国内211本+nus硕。12年来坡。","通过","2018-08-12","2018-11-12","2021-02-01 16:19"
"","Neko","2004年来新，在新加坡读了小学，中学 4 年，ITE Higher Nitec, NYP Poly. SP,  2.3K, 工作专业不对口 但是公司做的东西是跟专业对口。 工作 6 个月时申请。 Pending 1 年， 1月20日上传按钮消失，不能重新申请，30号 CPF Ref 号码出现。2月1日显示通过","通过","2020-01-22","2021-02-01","2021-02-01 08:08"
"","Luck","SP, 博士后，36岁，来新7年，薪水5000+，一家三口申请，孩子公立小学二年级，老公国内工作,多次申请杯具，希望这次能顺利通过，祈祷！","等待","2020-09-23","null","2021-01-31 21:15"
"","小糖果","来新一年半，30+，EP，欧洲硕士，月薪>10k。老公DP, 目前在新读MBA。Pending 六个半之后收到ICA邮件补材料。提交材料两周拿到批复。","通过","2020-06-01","null","2021-01-31 15:50"
"","L","夫妻自雇人士，女主申学历海外博士，男硕985， 来新7年，女宝，全家一起申，已买房，之前拒了4次，9月份收到补父母资料","通过","2019-11-08","2021-01-27","2021-01-27 22:46"
"","Fog ni","国内985 美国Master，登岛两年半，单身男30+，财务分析，6K+；攒人品求通过","等待","2021-01-21","null","2021-01-27 15:17"
"","LJ","私立O-本地专科-本地本科，来新11年，工作4年，27岁单身男，EP，第一次申请。","等待","2021-01-01","null","2021-01-25 11:43"
"","Stanley","来新4年半，NTU 博士学位，EEE 博后工作半年，EP准证，工资5000+，28岁，单身","等待","2021-01-15","null","2021-01-24 10:52"
"","rainforest","男码农，35岁，国内211，来新9年。老婆30岁，国内普通本科+NTU master，来新7年。双方月薪均7k+。男主申，无孩子。申请第9个月补交双方薪水和女方父母资料。近13个月批准。","通过","2019-12-27","2021-01-18","2021-01-23 20:55"
"","PASS","29岁，在新居住9年，NTU本海外硕，月basic 8-10k，金融相关行业","等待","2020-10-14","null","2021-01-22 14:31"
"","集氣","台灣單身女 25 歲，EP，碩士畢業後來新工作一年，software engineer","等待","2020-10-05","null","2021-01-22 10:42"
"","jcy","家属准证 月薪3000。老婆公民 议员写信本来预约11月交资料 8月头找议员。ica8月20给信31号之前可以交资料 ，10月批 之前拿过wp，sp 中国大专 新加坡私立大专","通过","2015-08-31","2015-10-14","2021-01-20 11:02"
"","speese","单身男 23岁 2015年来新 SMU bachelor 有三年tuition grant bond 目前EP 第一份工作6个月时申请","等待","2021-01-19","null","2021-01-20 00:23"
"","Edmund yee","25，单身，马来西亚土木工程毕业，建筑业来新加坡1年申请，6个月通过","通过","2020-07-25","2021-01-15","2021-01-19 22:44"
"","Good Luck","男，EP单身，土木工程师，国内985本科，NUS硕士，来新五年半，第一次申请半年被拒，第二次申请四个月被拒","杯具","2020-09-08","2021-01-16","2021-01-19 16:07"
"","求通过","来新10多年 小学读到中学 本地私立本科 没有上poly","等待","2020-08-05","null","2021-01-19 13:08"
"","CrazyFox","男来新七年 欧洲硕士10k 妻本地博士 7k 有一娃本地上幼儿园 妻主申","等待","2019-12-26","null","2021-01-17 09:02"
"","iamjtr","LTVP+ 24岁，国内大专月薪2k。老公SC 29岁 月薪3k。","等待","2020-11-25","null","2021-01-16 08:04"
"","PR 万岁","25 岁， 单身
工作 7 个月半申请
EP Holder
IT 领域 - Business Analyst
马来西亚大学毕业，工作 2年半过来新加坡","通过","2020-07-21","2021-01-14","2021-01-15 12:55"
"","amelie","一家三口一起申请；
29，30，2个月男宝宝 
13年来新，本地msc毕业，EP六年，
家庭月收入11k+，
第三次申请，没有补充材料，七个月批准","通过","2019-12-30","2020-08-01","2021-01-13 11:22"
"","lululu8","女，ltvp+,27岁，diploma，人力资源行业，年薪30k，已婚已育，配偶是公民。提交半年让补资料，补完资料后半年批了","通过","2019-08-14","2020-08-14","2021-01-13 11:06"
"","w w w","23岁，单身，政府奖学金，ntu degree，SP，月薪2.9k。","通过","2020-01-04","2020-12-01","2021-01-13 09:33"
"","l l l le e e","Ltvp+，国内本硕，已婚未育，来sg一年半，疫情后刚开始工作半年。月薪2.5k。","等待","2021-01-24","null","2021-01-13 09:33"
"","NPGF","来新8年左右。工作了11个月时提交申请。12月9号被要求补交父母资料。10号补交完，23通过。","通过","2020-07-30","2020-12-23","2021-01-12 02:01"
"","Better","EP，30，女，独立申请。来新1年半时提交，薪水10K+，学历国内985","等待","2020-10-02","null","2021-01-11 12:39"
"","快点通过","26岁女，2003来新从P1读到poly都是政府学校，现在在本地银行做工，申请时做工才满3个月。今年刚刚就读SUSS Part-Time Degree","等待","2019-07-28","null","2021-01-08 16:29"
"","来个PR","1EP3DP,来坡2年, IT行业,老婆在家带娃, 夫妻均是国内985毕业, 年薪200k+,pending","等待","2020-12-11","null","2021-01-07 23:47"
"","NNN","中国, 女, 单身, 来新3年, EP, 月薪10k+, 6个半月后通过，感激！","通过","2020-05-15","2020-12-02","2021-01-07 16:48"
"","DT","Malaysian EP, 3.2K Basic, Engineering Sector, 2 years + in SG, SIngle","通过","2020-02-25","2021-01-03","2021-01-06 16:58"
