"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","tilto","1993年 单身 女性 来新一年八个月 国内非985非211的普通本科 EP 建筑行业信息化类型的工作 薪水之前是5100，今年6月调整至6300","进行中","2019-06-07","2019-10-31","2019-06-07 5:26"
"","Dipa","sm系列来新6年，NTU本科毕业，科研工作，毕业半年申请，pending 12个月，认识的同届同学中pending最久了，希望可以快点通过","通过","2017-12-29","2019-01-23","2019-06-04 4:57"
"","子子","2015来新就读poly； 2018开始工作；工作六个月开始申请；","进行中","2018-12-06","null","2019-06-04 4:01"
"","xiaozezailushang","2006 12月来新，NTU本科，工作一年之后去读NTU博士，现在NTU post doc","进行中","2019-05-06","null","2019-05-31 1:14"
"","hh","马来西亚男生spm文凭薪水2700 带老婆wp2400和一个女儿申请，六个月时补交父母工作经验资料，希望快点通过","null","2018-10-10","null","2019-05-17 7:12"
"","kk","女，26，国内211本，美国top10硕士，商科，来新1年，工资6k, 独自申请。希望奇迹出现","进行中","2019-04-10","null","2019-05-14 4:45"
"","ijutjiw","NUS Master， 国内本，来新三年工作两年。等待6个月被拒。半年后再试吧TAT","失败","2018-11-03","2019-05-10","2019-05-10 2:29"
"","kiki","NP 毕业 SIM 本科 工作两年 工资3k","进行中","2019-04-22","null","2019-04-24 6:40"
"","kimy","马来西亚男的 学历pmr 来新加坡8年 拿SP快两年 现在的年薪70K","通过","2018-08-14","null","2019-04-14 13:09"
"","咯咯","试一下","进行中","2019-04-02","2019-04-18","2019-04-09 6:08"
"","kelvin","ep,basic 5k+, ntu master, rejected","上诉中","2018-07-28","2019-04-01","2019-04-02 14:50"
"","J","女，独生女，28岁，NTU MASTER， EP， 3.4K，来新4年，第一次申请，走的老公担保。老公PR三年，正在申请公民，来新十年，28岁，非独子，NTU本科，法国高商MASTER，IT行业，月薪5k。 感恩，四个月通过啦。","通过","2018-10-10","2019-02-26","2019-04-01 9:49"
"","Kelvin","NTU master, basic 5K+ ，6个月被拒。","上诉中","2018-07-28","2019-04-01","2019-04-01 3:12"
"","Qinqin1989","第一次申请：马来西亚籍WP准证，月薪2200。丈夫PR月薪3000。","进行中","2019-01-18","null","2019-03-30 10:43"
"","Laura","24岁 女 中国人 单身 在新加坡读中学 在新9年 poly 现在工作 文员一年半申请 Spass 薪水2k+ 申请第三次 父母在新工作 在等待 祝好运！","通过","2018-05-12","2019-3-25","2019-03-28 8:43"
"","nina","老公主申, 老婆副申, 双方来新7年半, 公立master, IT行业, 家庭年薪190k. 没有孩子。中途一方换工作，重新提交资料, 第一次申请， 历时10个月，通过！","通过","2018-04-19","2019-03-12","2019-03-21 13:15"
"","Bilyboieieiie","中国couple，申请时 男月薪 6K （本地PhD)，女4.5K (本地MBA）, 均<30岁。等了近一年，幸好是好结果。祝各位好运。","通过","2018-03-28","2019-03-08","2019-03-19 8:21"
"","DD","EP 7000 +DP 1800 + girl in gov school, both 2015 come to SG","进行中","2018-09-15","null","2019-03-18 4:16"
"","awenawen2014","Poly毕业，Part-Time NTU本科在读，工作6个月后申请。","进行中","2018-10-15","null","2019-03-18 11:03"
"","Charlotte","27岁，女，NTU博士，工作半年","进行中","2019-03-16","null","2019-03-17 15:22"
"","guaguagua","来新4年，poly毕业，交了3个月工资单，pending了6个月，今天刚批","通过","2018-09-11","2019-03-15","2019-03-15 14:10"
"","bigmoom","夫妻一起，男主申，来新5年，本地公立大学PhD. 两人收入和~10k/月","通过","2019-05-01","2019-03-11","2019-03-12 4:44"
"","EW","马来西亚，27岁，单身，就讀本地 diploma，s pass，薪水2.5k，来新8年，第一次申请","通过","2018-04-25","2019-02-25","2019-03-12 1:49"
"","Mike","25岁单身男，国内985本科毕业，NUS master毕业，工作一年首次申请","失败","2018-08-31","2019-03-08","2019-03-08 11:36"
"","belledu","老公sponsor，pr两年半，SM1，来新17年，NUS本科+ master，月薪4600 。老婆来新2年半，国内本科+ntu master，月薪3000，第一次申请","通过","2018-04-05","2019-02-21","2019-03-07 8:47"
"","Success","夫妻，15年3月份来新，annual salary in total > 300K. Both holds EP and master degree. 夫主申，香港人","通过","2018-01-14","2019-03-01","2019-03-06 14:39"
"","wenbin","Olevel+poly毕业 樟宜机场technical officer salary 2.6k","进行中","2019-01-12","null","2019-03-05 6:31"
"","J","女，独生女，28岁，NTU MASTER， EP， 3.4K，来新4年，第一次申请，走的老公担保。老公PR三年，正在申请公民，来新十年，28岁，非独子，NTU本科，法国高商MASTER，IT行业，月薪5k。 感恩，四个月通过啦。","通过","2018-10-10","2019-02-26","2019-03-05 2:05"
"","小米","进行中","进行中","2018-10-04","2019-03-01","2019-03-04 8:44"
"","为什么没有更新了","为什么2019年就没有更新了？","进行中","2019-03-01","2019-03-01","2019-03-04 8:42"
"","nickzylove","2013年来新，NTU PhD。工作20个月，IT行业，月薪7.5k，和老婆女儿一起审，老婆月薪4.5k 。","进行中","2018-02-06","null","2019-02-22 2:31"
"","JC","来新10年+，英国本科+NUS本科，SP, 底薪4.1K, 带老婆孩子一起申请，老婆孩子都在国内。婚前一个人申请被拒了三次，期间被ICA要过补充家庭成员资料，老板也写过推荐信，但都是三四个月就拒了。第一次全家一起申请，1月中旬被要求补交家庭成员资料，下旬被要求补交NUS毕业证书，今天刚好pending13个月整…","进行中","2018-01-21","null","2019-02-21 3:02"
"","dddd1509","EP Holder NTU Master 工作4+年 12月结婚 老公新加坡人","进行中","2018-10-12","null","2019-02-19 5:21"
"","Fengzi","银行业 收入8K加 老婆pr sponsor","null","2019-01-03","null","2019-02-15 9:21"
"","CZ","老公SPONSOR ，来新加坡5年半，nus master毕业工作4年半","进行中","2018-06-17","null","2019-02-11 9:02"
"","zhen","来新快十年，希望这次好运。","进行中","2019-01-26","null","2019-02-11 6:37"
"","monica","来信4年，本地master EP holder 薪水5K+ 去年跟公民结婚 拿到PR可以辞职了","通过","2018-09-06","2019-01-31","2019-02-08 8:18"
"","Mike","单身男，中国985本科，NUS硕士，工作快一年的时候首次申请","进行中","2018-08-31","null","2019-02-08 18:00"
"","YT","女生，从小学一直读到POLY，目前工作1年，底薪2200.","进行中","2018-04-11","null","2019-01-29 3:26"
"","zui","国内211+nus 硕 月收入6k 单身女 来坡6年","通过","2018-08-18","2018-11-11","2019-01-25 7:08"
"","lun","男，中国籍。 2009年6月来新读小一，参加了 PSLE和 O Level 正等待下一阶段的学习","通过","2017-12-20","2019-01-22","2019-01-25 4:12"
"","Mike","单身男，中国985本科，NUS硕士，来新三年，首次申请","进行中","2018-08-31","null","2019-01-22 16:18"
"","lalala","单身，2k++，等待中","通过","2017-10-25","2018-09-11","2019-01-16 13:39"
"","PRPR","国内211硕士，来新三年多，律所工作（非律师），未婚，SP升级到EP后申请","进行中","2018-08-30","null","2019-01-15 10:08"
"","Mike","单身男，EP Holder, 来新三年，中国985本科，NUS硕士，首次申请","进行中","2018-08-31","null","2019-01-14 9:43"
"","Night","马来西亚人，男，27岁，工程师","进行中","2018-12-04","null","2019-01-14 7:07"
"","Chibi","与citizen结婚2年半，无儿女","null","2018-03-12","null","2019-01-10 5:19"
"","krys","sp,单身女，薪水2800，来新加坡7年多，本地读了一个私立大专，目前是幼师，pending6个多月，杯具！","失败","2018-06-29","2019-01-07","2019-01-10 2:56"
"","chen","单身，中国普通一本，nus研究生，来新三年，研究所工作，AI，月薪3800+，看命了..","null","2018-08-22","null","2019-01-03 8:30"
"","Bonnie","配偶是新公民 在新工作1年半 Spass 工程師 薪水5K","进行中","2018-12-28","null","2018-12-30 12:57"
"","somebody","30多岁夫妻+3岁儿子（EP+DP+DP），老公欧美人，公司高管，我是985毕业的普通小白领，两人月薪加起来30k，儿子新加坡出生。","通过","2017-11-20","2018-08-03","2018-12-27 2:01"
"","Hello","一家3口，夫妻带小男孩。男主申️，来新7年，国内985本硕，本地大学 part-time博士毕业半年，当时做博后，工资5000多一点；妻拿SP工作，来新5年，工资3K+；小孩17年出生。最近换公司工作，工资9K+，12月10号发邮件更新资料。","进行中","2018-02-05","null","2018-12-27 1:14"
"","BIUBIU","中国高考之后直接来新加坡读Poly, Republic Polytechnic毕业，工作4个月开始申请，月薪$2500. 我在这上面看了很少有和我一样情况的，这个也应该是很多中国poly留学生想要知道自己可不可以申请PR的吧，试个水，求一次通过","进行中","2018-12-20","null","2018-12-26 9:01"
"","zoe","27岁，女单身，engineer 来新3年+，国内211","进行中","2018-09-29","null","2018-12-24 2:49"
"","Hello","全家申请。本人11年来新，主申，国内985本硕，NTU part-time PhD，先IT公司工作，工资9K（刚毕业时做博后期间申请，申请时5K，最近刚换新工作然后12月初刚更新新的工作单位和工资）。老婆国内985硕，SP工资（4K），13年来新。小男孩这边去年出生。以前PhD在读期间申请过3次都被拒（个人认为工资低是主要原因。pending 10多月了。希望这次能通过。","进行中","2018-02-05","null","2018-12-21 5:47"
"","eric4sale","SM1奖学金，JC2因成绩表现被取消奖学金，在淡马锡理工学习IT三年，拿了半年S Pass在私人小公司做全职软件开发，NUS录取后辞职，然后NUS学习CS四年，其中第三年在美国硅谷全职实习一年，17年6月本科毕业，9月拿EP在一家MNC做外包项目，18年四月申请PR，十月底找到新工作，新东家在十一月中旬成功办理新的EP后辞职，12月初收到EP通过的信，当时仍然处于旧公司辞职后的通知期","通过","2018-04-15","2018-12-01","2018-12-21 3:07"
"","eric","SM1奖学金，JC2因成绩表现被取消奖学金，在淡马锡理工学习IT三年，拿了半年S Pass在私人小公司做全职软件开发，NUS录取后辞职，然后NUS学习CS四年，其中第三年在美国硅谷全职实习一年，17年6月本科毕业，9月拿EP在一家MNC做外包项目，18年四月申请PR，十月底找到新工作，新东家在十一月中旬成功办理新的EP后辞职，12月初收到EP通过的信，当时仍然处于旧公司辞职后的通知期","通过","2018-04-15","2018-12-01","2018-12-21 3:06"
"","Wumo","EP(acca)+SP, 来新7年+。去年11提交（汗），补交过两次材料，所以一直被延后。期间宝宝出生，12月初ICA打电话询问要不要带宝宝一起申请（填表）。补交材料后两个周APPROVED.","通过","2017-11-15","2018-12-18","2018-12-18 2:14"
"","nobody","filipino, 2 year ep, 9k salary, self-employed, 15employees, IT company, no good education.","进行中","2018-05-08","2018-12-17","2018-12-17 11:08"
"","PR kuai lai","SM项目来新5年，女生，NUS本科毕业，2月23号申请，9月18号收到ICA的补充父母信息材料。目前已经Pending 快10个月了，每天都希望能赶紧拿到，祈祷祈祷，希望快快通过！","进行中","2018-02-23","null","2018-12-10 7:01"
"","wuming","EP+DP 建筑业，来新10年 ， 申请超过5次，最后APPEAL 成功","通过","2018-05-21","2018-12-10","2018-12-10 3:10"
"","Michael","老婆新公民，结婚1年，买房半年，本人S Pass，薪水2.7K+，来新2年半，有中国本科和澳洲本科学士学位，在读NTU part time华语教育专业文凭，祷告，将一切交给神","进行中","2018-11-25","null","2018-12-08 1:25"
"","Wayne Tan","夫妻申请，男方马来西亚籍主申，学历diploma，平面设计师，工作四年多，女方中国籍，学历degree，幼教，工作三年多。薪金夫妻俩总共5K。","进行中","2018-07-27","null","2018-12-03 2:26"
"","Syncsg","來新三年多 香港公立大學畢業 銀行業","通过","2018-05-09","2018-11-27","2018-12-02 18:25"
"","sy","19歲 女 JC2 來新加坡6年 中學AEIS考到政府中學 O-LEVEL考到RI","通过","2018-02-12","2018-11-29","2018-11-30 0:55"
"","大小鸟","来新9年多中学到poly毕业做工加读兼职大学已批","通过","2018-05-02","2018-11-30","2018-11-30 0:55"
"","lllu","overseas phd, Chinese, government research job, basic 6.3k, gross 100k per annum. Apply with family, wife EP holder, 60k per year, 1 son 1 daughter.","进行中","2018-04-03","2018-11-19","2018-11-19 8:51"
"","nicai","夫妻双EP，女方主申， 工资均4.5k左右。","失败","2018-05-09","2018-11-10","2018-11-19 3:27"
"","Mr Z","LTVP, 本科，来新1年2个月，工作8个月，月薪3000.","通过","2018-07-26","2018-11-13","2018-11-19 2:59"
"","PopperJ","Poly毕业，持SP，兼职NTU本科在读。申请时薪水2300。3个多月通过，感恩","通过","2018-08-03","2018-11-19","2018-11-19 0:22"
"","小鸟","来新快10年了 中学-poly-做工加兼职大学 pending 6个多月了身边朋友4个月就拿到了希望快点下来吧祈祷","进行中","2018-05-02","null","2018-11-14 2:55"
"","夏飘团","国内985本科，nus硕士，工作两年，工资4000，被拒","失败","2018-05-06","2018-11-11","2018-11-11 12:42"
"","Yugi","老公（30岁，来新10年，工程师，拿spass半年，主申请，ite和poly, 2.8k),带老婆（wp，spm,1.6k),和儿子（5岁）,都是大马藉，住新山，第一次申请）。附加文件（现在和前公司推荐信，cover letter)","通过","2018-04-06","2018-11-02","2018-11-08 16:10"
"","JJJ","POLY 毕业来新6年4个月 通过","通过","2018-05-25","2018-09-28","2018-11-05 7:34"
"","Thong jh","马来西亚 女 27岁 来新8年 薪水2.5k 老公担保 先生singaporean 首次申请","通过","2018-06-05","2018-11-01","2018-11-01 7:56"
"","Darren","马来西亚PR老婆sponsor，PR1年，master，，月薪3.8k。老公中国籍，在新工作8年，WP，月薪1.8k，制造业。ROM完一个月就申请。上个星期叫我们补交结婚证书。今天终于approved了，拿到IPA了！祝大家好运！","通过","2017-12-21","2018-10-27","2018-11-01 15:24"
"","Darren","马来西亚PR老婆sponsor，PR1年，master，，月薪3.8k。老公中国籍，在新工作8年，WP，月薪1.8k，制造业。ROM完一个月就申请。上个星期叫我们补交结婚证书。今天终于approved了，拿到IPA了！祝大家好运！","通过","2017-12-21","2018-10-27","2018-11-01 15:24"
"","guigui","NTU PhD, 在新加坡6年，目前拿EP 薪水5500，工作6个月申请，祈祷祈祷","进行中","2018-10-02","null","2018-11-01 14:48"
"","Laity Chen","来新12年，一直在一个公司上班，2017年10月拿到SP，底薪3400，实际4500+，有老板的举荐信， 今年8月带老婆孩（都在中国，孩子两岁半）一起申请，第一次申请希望可以通过！","进行中","2018-08-10","null","2018-10-28 9:22"
"","dgm","来新7年，nus本科毕业，工作半年申请，等待3个半月通过","通过","2018-07-04","2018-10-22","2018-10-26 5:04"
"","HYL","MALAYSIAN,S PASS, SINGLE, FEMALE, HR EXECUTIVE，2 years AT SG,1.9K,FIRST TIME APPLY","进行中","2018-04-25","null","2018-10-22 7:29"
"","Lan lan","老公SC 帮我和前夫的女儿一起担保申请，女儿政府学校中二，我拿loc 工作薪水3000，有个小女儿SC，等了快10个月了","进行中","2018年1月3号","2018年10月18号","2018-10-18 14:05"
"","Qing","在新10年， 小5开始，然后中学，poly。工作6个月后申请。 做admin. 等了7个多月，approve 了。","通过","2018-02-15","2018-10-08","2018-10-12 5:47"
"","stefan","来新2年，it业，首次申请，薪水3k。","通过","2017-09-13","2018-07-05","2018-10-11 3:07"
"","YYJJJ","6年，AEIS上中二，JC2","通过","2018-01-05","2018-09-21","2018-10-11 16:03"
"","Alan","男25岁, 首申，本地公立大学本科会计商科毕业，拿EP半年后申请PR，工资4.6k，18年1月25号申请的，等了8个月了，终于通过。大家good luck！","通过","2018-01-25","2018-10-04","2018-10-11 0:10"
"","大鸟","POLY毕业在新加坡生活10年从中学到poly毕业做工，目前边做工边读兼职大学 第一份工工资不高","进行中","2018-05-02","null","2018-10-10 8:22"
"","fly","本地大学毕业 薪资3.3k 工作6个月","通过","2018-05-31","2018-10-08","2018-10-08 3:09"
"","xuju0006","老婆PR sponsor我，我是poly+ntu 半年工资单申请 老婆跟我工资都不高 年龄25-30段","通过","2018-05-02","2018-10-02","2018-10-05 4:04"
"","dd","Approved in 4 months, very efficient. annual salary 95k, in Singapore for 7 years, local university grads, chinese","通过","2018-06-07","2018-10-03","2018-10-03 4:00"
"","大公鸡","14年来新，NUS MSc, 家庭收入9K, 带儿子和老公。第二次申请。","失败","2018-03-25","2018-09-29","2018-09-29 12:54"
"","xzh1988","男，单身，新加坡6年，工资8000+，咨询行业","通过","2018-04-18","2018-09-27","2018-09-27 11:44"
"","gaochun0212","LTVP女 28岁 老公SC 结婚1年半 宝宝SC9个月 在家带宝宝 老公薪水4000左右 7个月通过，中途老公换过工作","通过","2018-02-17","2018-09-24","2018-09-25 8:50"
"","ss88siang","马国男，EP，30岁，本科毕业，来新4年半，第一次申请通过，祝大家好运","通过","2018-03-16","2018-09-24","2018-09-24 9:57"
"","yyyy","SM2, 本地本硕, 首申","通过","2018-02-26","2018-09-21","2018-09-24 4:13"
"","wuming","EP+DP 建筑业 6000 + 2300. 女儿幼儿园。 第5次申请. 希望好运.","失败","2017-06-02","2017-12-01","2018-09-24 3:51"
"","Wozhong","Poly + NUS 来新8年 工资4250 5个月整批准","通过","2018-04-20","2018-09-20","2018-09-24 0:36"
"","TrustLuck","中国 女，单身，非本地学历，MBA，美国企业工作，工资9K，来新加坡3年，首次申请","通过","2017-10-31","2018-09-17","2018-09-22 16:18"
"","min","老公马来西亚PR，薪水 4800， 担保申请， 老婆LOC 3500. 希望过","进行中","2018-01-23","null","2018-09-22 1:39"
"","min","老公马来西亚PR，薪水 4800， 担保申请， 老婆LOC 3500. 希望过","进行中","2018-01-23","null","2018-09-22 1:39"
"","lkksuper","来新两年半，女，27岁单身，美国本科，EP Holder月薪6k，提交后第七个月被拒。可能是待得不久 而且两年内换工作较频繁（一年换一次）吧，近期换了工作和ICA更新了雇主信息后被拒","失败","2018-03-12","null","2018-09-21 6:55"
"","kekupi","老公 基本工资3.3K，实际工资3.8K，IT支持。EPQ1。 老婆 物流行业 工资1.6K DP 孩子 4岁，上本地幼儿园。 来新5年。中间申请过3次均被拒。此为第四次申请。","失败","2012-10-11","null","2018-09-21 3:09"
"","GeorgeKim","中国护照，美国本科，新加坡读的英国研究生。EP工作一年，IT专业，工资4000。还在等待结果中 六月份工资上涨到4500，九月份查被拒","失败","2017-11-10","2018-09-20","2018-09-20 15:53"
"","miffy","一家三口申请，丈夫主申请 BASIC 5K , 再读NTU的part time Master, 太太工作， 儿子拿DP。","失败","2018-03-10","2018-09-11","2018-09-17 3:02"
"","Bin","男，现21岁。08年来新就读，政府小学和中学，现在poly第三年。之前申请过几次都被拒绝。现在还在pending。 学生新政策，需服兵役","通过","2017-12-29","2018-09-15","2018-09-15 7:44"
"","zhaoxigua","来新3年，高考结束来读poly,3个月工资单，IT部门打杂工作，工资2200 ，spass , 天天拜佛求早点批啊。","进行中","2018-09-10","null","2018-09-09 1:58"
"","KYLE","2011年9月來新加坡,S-PASS 2年,上次申請是2012年1月,拿S-PASS 4個月就申請,接近2個月,ICA來信說不符合他們條件,多1年半在交表格. 2015年8月拿E-PASS 2個月,第二次申請PR.2015年12月,E-Pass cancel. 2016年3月在拿E-PASS,狀態是Withdrawn. 2016年11月11日,第三次申請PR,官員問我第二次申請PR狀態變Withdrawn,為何沒打電話給ICA詢問;過後,我的申請就被取消了. 2017年5月，ICA rejecter 我的申请，耗时半年的批准期。 2017年10月，我寫APPEAL信給ICA，提交我馬來西亞9月份結婚註冊證書。 2017年11月，離職效忠1年7個月的公司。 2018年4月，正式在新公司上班。7月份，提交新公司的資料，ICA所要求的資料。 2018年9月5日，收到ICA的通過PR的信，發信日是9月1日。","通过","2017-05-18","2018-09-01","2018-09-06 3:23"
"","J0037","新加坡十年，Sec1-Poly-工作，等待的时间八个半月，不过应该是新政第一批Approve的，五个月工资单申请。看着这个网站几个月，我觉得批PR应该是筛选那批最可能成为公民的人去批准。","通过","2017-12-22","2018-09-06","2018-09-06 14:25"
"","doufu","马来西亚人，新加坡poly毕业， NTU毕业，任职于NTU研究人员。薪水介于4500. EP holder","进行中","2018-02-25","null","2018-09-03 1:42"
"","Cat","老公主申请，s pass 薪水$3200，连同两名女儿一起申请，这是第二次申请了，第一次申请等了四个月就被reject,这一次申请等了十一个月十六天，终于approved了，等待的过程好煎熬。谢天谢地最终批了。在此也祝愿大家好运","通过","2017-09-07","2018-08-23","2018-09-02 15:28"
"","无语","国内本科， ntu master。11年来新，单身，女， 毕业后，平均一年申请一次，有一次是申诉，都在3-5个月被拒。 这次等待7个月，再次被拒，7.6上诉。","上诉中","2018-01-02","2018-07-04","2018-08-30 10:30"
"","hqcurious","来新三年，年龄28，工资不到4000，第一次单独申请","进行中","2018-08-15","2019-07-01","2018-08-29 7:58"
"","fcharmy","单身女","进行中","2018-08-22","null","2018-08-29 14:37"
"","安杰","中国人 住新加坡13年 小学中学poly都在新加坡读 毕业做admin 专业不对口 学的engine 拿的SP 薪水单3个月 薪水2.4k 希望过 4月10多号左右收到补家庭资料，8月20通过，8月23收到信","通过","2017-12-15","2018-08-20","2018-08-29 10:15"
"","Chou","本人第三次申请，第一次婚后（带老婆一同）申请。2013年7月来新，距今刚过5年，国内985本科，NTU MSC，现就职于MNC，Manufacturing;老婆2015年11月来新，快3年，首次申请。国内985本科，现就职于MNC, Finance；均为独生子女，暂无儿女。本人28，老婆27。在论坛看到类似条件的申请者大多悲剧，还是希望好运，立贴祈福!","进行中","2018-08-23","null","2018-08-23 14:19"
"","rocker","第二次申请，还在等待。","进行中","2017-10-13","null","2018-08-20 9:13"
"","Serene","S Pass, TARUC (马来西亚) Degree 文凭，薪水 S$2600，来新工作 2 年半。","通过","2017-10-26","2018-08-20","2018-08-20 6:02"
"","pyy","中四学生， 从小一开始在新就读， 第一次申请时是收到邀请信， 不过没成功；这是第二次申请，又被拒了","失败","2018-02-11","2018-08-13","2018-08-17 1:40"
"","Pro Chu","O Level + ITE + Poly + S Pass 工作一年 老板推荐信 历时5个月~","通过","2014-07-22","2014-12-12","2018-08-16 7:55"
"","SWG","国内普通本科学历，老婆大专，2013年来新加坡，半导体行业工程师职位，SP,老婆之前WP,目前看孩子，和儿子都拿DP,我申请时底薪4700，年收入9w+,申请时拿到加薪的文件，大概700多，全家一起申请，等了五个月，结果一查被拒了，现在已经八月了，打算十月份再申请，不晓得申请几次能通过！","失败","2017-11-03","2018-04-13","2018-08-16 13:18"
"","johnhx","2016年来新，薪水10k+, 国内985/211硕士, 带老婆女儿儿子一起申请。女儿小一，儿子不到一岁。","进行中","2018-03-30","null","2018-08-15 4:02"
"","zzy83113117","2008年10月来新加坡，读初中，BCA ，结婚， 工作2年，期间跟母亲申请2次，跟老婆申请1次，这是第四次，以我主要申请，之前都是辅助，希望这次可以批准！ 整整6个月 被拒，本周打算继续申请 （原因换了个工作，新系统没办法提交任何文件，换护照，换工资薪水）","失败","2018-02-09","2018-08-13","2018-08-15 3:36"
"","ilhws","O Level + Poly graduate with 6 months of work exp. Approved after 7 months pending. Received letter before system updates. Good luck to the rest!","通过","2017-12-04","2018-07-04","2018-08-14 3:23"
"","xiao yang","老公是主申请人，带老婆和孩子一起申请，夫妻都是SP， 在新8年，月薪3K。希望能通过。。祝好运。","进行中","2018-08-10","null","2018-08-14 1:14"
"","KCS","malaysia男，2015年到新加坡读poly，2017年毕业，工作7个月后申请。 （更新）等了8个月终于通过了","通过","2017-12-04","2018-08-13","2018-08-13 6:07"
"","Luna","女，来新10年，政府中学，初院，国大，毕业工作半年后申请，8个月收到补交父母材料通知，提交两周后批准","通过","2017-11-17","2018-07-27","2018-08-06 6:42"
"","Mary","男主申请，薪水6K+，来新5年多，女薪水2K+，来新3年多。都是国内普通本科，IT行业，独生子女。5月份有收到补充父母工作的表格，8月5日查网上显示通过，历时将近9个月。","通过","2017-11-10","2018-08-05","2018-08-05 8:03"
"","xiaodong","2009年来坡 poly毕业 今年4月刚从wp转sp 工资2100这样","进行中","2018-04-10","null","2018-08-04 13:55"
"","菲","老公主 老婆和孩子（1儿1女）一起申请。7个半月收到好消息。","通过","2017-12-15","2018-07-30","2018-08-03 15:15"
"","菲","老公主 老婆和孩子（1儿1女）一起申请。7个半月收到好消息。","通过","2017-12-15","2018-07-30","2018-08-03 15:15"
"","WANG HONGTAO","null","null","2018-08-02","2018-11-02","2018-08-02 6:39"
"","Lew","男，马来西亚人在新加坡工作14年，SP底薪2600，老婆SP底薪2500，带着一个孩子申请","通过","2017-12-15","2018-07-21","2018-08-01 13:41"
"","Ke","女， 18岁，poly第一年就读。自2007年在新加坡从小一就读，政府小学和初中。6个多月被拒绝","失败","2017-12-29","2018-07-04","2018-07-30 11:54"
"","James","马来西亚，EP，在新12年～～结果还是被拒","失败","2017-10-27","2018-07-23","2018-07-27 8:20"
"","darren.h","马来西亚PR老婆sponsor，PR1年，master，，月薪3.8k。老公中国籍，在新工作8年，WP，月薪1.8k，制造业。ROM完一个月就申请。7个月了，仍在等待中。","进行中","2017-12-21","null","2018-07-20 8:24"
"","Qweta","夫妻一起申请，老公是主申请人，国内958硕士，薪水1W+，来新4年，我中国本科，新加坡硕士，3K+，来新3年。历时8个月通过，祝大家好运！","通过","2017-11-06","2018-07-06","2018-07-20 15:49"
"","a a a","来新9年，poly，ntu毕业，薪水basic3000，女，单身","失败","2017-09-20","2018-07-07","2018-07-19 8:33"
"","xli","国内985本科，工科非IT专业，IT行业7年经验，EP，薪水5.5k base。 独生/单身，来新3年，第二次申请，近期EP renew之后收到ICA拒信。","失败","2017-12-11","2018-07-07","2018-07-19 5:59"
"","ReactJS","I'm a pineapple","进行中","2018-07-04","2018-07-19","2018-07-19 4:24"
"","Audrey","来坡8年，NUS本科毕业生，申请九个半月终于approve了。提交申请两个月后补交过父母材料，之后杳无音信。。。祝大家好运~","通过","2017-10-05","2018-07-12","2018-07-18 6:30"
"","Kilei","NTU本科，来新6.5年，IT工作1年。中途没有补交材料。祝大家好运","通过","2017-12-02","2018-07-05","2018-07-17 16:29"
"","miumiu","国内985本科，NUS硕士，IT行业，EP，薪水5.5K，来新6年，去年10月申诉，太太DP，来新3年半。俩人未有小孩。至今还在Pending. 希望碰个运气。感恩。","进行中","2017-10-06","null","2018-07-16 6:14"
"","miaomiao","夫妻申请，男主申，32：国内211本科，来新工作6年，EP，电气工程师，AM title, 薪水6200；女副申，32，SP，国内一般本科，新加坡SMU part time master, 人事主管，4400. 中间升职加薪补充过几次材料，至今木有任何消息。。。。","进行中","2017-12-25","null","2018-07-16 6:00"
"","ZGJ","2007年来新，私立Deploma, Degree在读， Spass, 独生子女，同一间公司工作6年，单身。","进行中","2017-12-14","null","2018-07-16 2:18"
"","yyyy2018","私立学生12.19新政后1.11申请来新3年，男，被拒","失败","2018-01-11","2018-07-16","2018-07-15 16:49"
"","Cynthia","来新17年多。中学，poly。小时不懂事，poly没读完。后面拿了私立学校的degree。现在工作，EP，basic 6200. 申请3次被拒。第三次被拒后，去年12月5日上诉。7月12号再次失败。孩子们，好好读书啊，我现在后悔都来不及。哭。","失败","2017-12-05","2018-07-12","2018-07-13 8:01"
"","CCC","EP+DP夫妻带女儿申请，国内211本科，申请时来新9年+，薪水7200，妻子LOC工作薪水2850，期间提交过EP,DP更新及薪水单","通过","2017-10-26","2018-06-06","2018-07-13 2:33"
"","SU","私立学校在校生，拿学生证申请的，来新14年","进行中","2018-01-16","null","2018-07-13 1:13"
"","liuhymh","国内本科 NTU Master 共计工作经验四年 国外工作一年 中国工作半年 新加坡工作一年半 月薪4500 六个月被拒","失败","2017-12-15","2018-06-04","2018-07-11 12:19"
"","Unluckyperson","男 19, 来新第13年, 从小学1年级读到目前SP Year2就读。新政策出来后马上就提交申请资料, 等了6个月，信是6月22日出的, 今天7月5号才收到拒信。其实被拒绝是我自己预料之内的事, 反正就觉得自己和PR没什么缘分。感觉没什么申诉的必要,再过一年就要毕业了。 (哪位大神可以把我的情况分享到论坛里面, 想听听大家的看法, 因为我木有账号)","失败","2017-12-20","2018-07-05","2018-07-05 14:57"
"","dddd","11年来新 ， 中学毕业 poly在读第三年 学生证","失败","2017-12-25","2018-07-02","2018-07-03 1:20"
"","Stephanie","poly毕业工作6月后网上提交资料。月薪3k+。搬家和加薪后补交过一次资料。现在还没有任何消息","进行中","2018-01-05","null","2018-06-29 9:22"
